,company_Name,job_title,experience,job_description,job_Link
10,Upstox,Senior Data Analyst,Freshers or Not specified,"About the job
About us:
Upstox is one of India's leading Fin-Tech companies with a mission to simplify trading & investing to make it easily accessible to the masses. We aim to enable everyone, from new investors to seasoned traders, to invest across multiple categories with our state-of-the-art trade & investment platform and commission-free pricing. We offer numerous asset categories to invest in, like Stocks, Digital Gold, IPOs, Mutual Funds, and more.

By focusing on our customers’ needs and equipping them with personalized yet powerful tools, we witnessed a steep growth of 800% in our customer base from 25 Thousand in 2017 to 2 Lakh in 2019. With 1500% growth in 2020, currently, over 3 million customers trust us with their investment decisions, thus setting us on the course to become an industry leader in the country.

The company was founded in 2009 by Ravi Kumar and Shrinivas Viswanath, and in2016 Kavitha Subramanian joined as the third co-founder. Backed by Ratan Tata, weraised $4 million in Series A funding (2016) led by Kalaari Capital. In 2019, US-based investment firm Tiger Global Management invested $25 million in a Series B funding round. Visit our Linkedin page to learn more about us.

Do visit our Linkedin page to know more about us.

Role: Senior Data Analyst

Responsibilities:
1. Create, test, monitor, and improve key data quality metrics tied to Growth & Marketing.
2. Leverage data to build conviction and consensus around prioritizing features that improve and scale the business.
3. Collaborate with cross-functional team members to come up with actionable, high-impact insights across product lines and function.
4. In depth data analysis. Data processing, design, and should present it in ways to help people, businesses, and organizations make better decisions.
5. Be highly adaptable in an ever-changing startup environment.
6. Build processes and reporting dashboards to empower Stakeholders and leaders on identifying areas of opportunity.

Required Skills and Experience:
Bachelor’s degree in a Computer Science, Mathematics or Scientific discipline. 4 to 8 yrs of industry experience.
Experience in taking a business problem, structuring it and executing the problem. Strong experience in SQL and Python. Hands-on experience on standard BI tools.
Working knowledge of data warehouse concepts.
Strong analytic thought process and ability to interpret findings.Must be able to thrive in a fast-paced environment.
Ability to work both independently and with a team.



Psst… tips on how you can beat the competition:
If you can showcase your abilities to:
· Be self-driven / quick starter
· Have an ownership mindset
· Aggressively drive and deliver results

If you fit the above description, we would love to connect with you! APPLY NOW

A basic requirement but one that many forget: Make sure you go through our website, download our app and give us feedback!",https://www.linkedin.com/jobs/view/3534896512/?alternateChannel=search&refId=W8hGJ3OBlnXepK44MQbO5g%3D%3D&trackingId=4p5ZaVyWLEMCQ3ZA4wKK3g%3D%3D&trk=d_flagship3_search_srp_jobs
11,Accenture in India,Alation Data Catalog,"4 year, 5 year","About the job
About Accenture: Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive, technology and operations, with digital capabilities across all of these services. We combine unmatched experience and specialized capabilities across more than 40 industries — powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. With 514,000 people serving clients in more than 120 countries, Accenture brings continuous innovation to help clients improve their performance and create lasting value across their enterprises. Visit us at www.accenture.com

Project Role :Cloud Platform Engineer

Project Role Description : Designs, builds, tests, and deploys cloud application solutions that integrate cloud and non-cloud infrastructure. Can deploy infrastructure and platform environments, creates a proof of architecture to test architecture viability, security and performance.

Management Level :11

Work Experience :2.5-4 years

Work location :Bengaluru

Must Have Skills : Alation Data Catalog

Good To Have Skills : R-Studio

Job Requirements :

Key Responsibilities : Finalize the tool selection story and then also devise a strategy for how to best organize their future state Data Catalog to maximize self-service and data discovery

Technical Experience : Need a Consulting Advisory type person to come in and help finalize the tool selection story and then also devise a strategy for how to best organize their future state Data Catalog to maximize self-service and data discovery.

Professional Attributes: Strong communication skills

Educational Qualification: Any Equivalent Degree

Additional Information: NA
15 years of full time education",https://www.linkedin.com/jobs/view/3506836620/?alternateChannel=search&refId=W8hGJ3OBlnXepK44MQbO5g%3D%3D&trackingId=ClBu6LmfS6%2FKrGin2fVEjg%3D%3D&trk=d_flagship3_search_srp_jobs
12,UST,Lead II - Software Engineering,Freshers or Not specified,"About the job
Job Description

Role Proficiency:

Act creatively to develop applications by selecting appropriate technical options optimizing application development maintenance and performance by employing design patterns and reusing proven solutions. Account for others' developmental activities; assisting Project Manager in day to day project execution.

Outcomes
Interpret the application feature and component designs to develop the same in accordance with specifications.
Code debug test document and communicate product component and feature development stages.
Validate results with user representatives integrating and commissions the overall solution.
Select and create appropriate technical options for development such as reusing improving or reconfiguration of existing components while creating own solutions for new contexts
Optimises efficiency cost and quality.
Influence and improve customer satisfaction
Influence and improve employee engagement within the project teams
Set FAST goals for self/team; provide feedback to FAST goals of team members
Measures Of Outcomes
Adherence to engineering process and standards (coding standards)
Adherence to project schedule / timelines
Number of technical issues uncovered during the execution of the project
Number of defects in the code
Number of defects post delivery
Number of non compliance issues
Percent of voluntary attrition
On time completion of mandatory compliance trainings
Code

Outputs Expected:
Code as per the design
Define coding standards templates and checklists
Review code – for team and peers
Documentation
Create/review templates checklists guidelines standards for design/process/development
Create/review deliverable documents. Design documentation requirements test cases and results
Configure
Define and govern configuration management plan
Ensure compliance from the team
Test
Review/Create unit test cases scenarios and execution
Review test plan created by testing team
Provide clarifications to the testing team
Domain Relevance
Advise software developers on design and development of features and components with deeper understanding of the business problem being addressed for the client
Learn more about the customer domain and identify opportunities to provide value addition to customers
Complete relevant domain certifications
Manage Project
Support Project Manager with inputs for the projects
Manage delivery of modules
Manage complex user stories
Manage Defects
Perform defect RCA and mitigation
Identify defect trends and take proactive measures to improve quality
Estimate
Create and provide input for effort and size estimation and plan resources for projects
Manage Knowledge
Consume and contribute to project related documents share point libraries and client universities
Review the reusable documents created by the team
Release
Execute and monitor release process
Design
Contribute to creation of design (HLD LLD SAD)/architecture for applications features business components and data models
Interface With Customer
Clarify requirements and provide guidance to Development Team
Present design options to customers
Conduct product demos
Work closely with customer architects for finalizing design
Manage Team
Set FAST goals and provide feedback
Understand aspirations of the team members and provide guidance opportunities etc
Ensure team members are upskilled
Ensure team is engaged in project
Proactively identify attrition risks and work with BSE on retention measures
Certifications
Obtain relevant domain and technology certifications
Skill Examples
Explain and communicate the design / development to the customer
Perform and evaluate test results against product specifications
Break down complex problems into logical components
Develop user interfaces business software components
Use data models
Estimate time and effort resources required for developing / debugging features / components
Perform and evaluate test in the customer or target environments
Make quick decisions on technical/project related challenges
Manage a team mentor and handle people related issues in team
Have the ability to maintain high motivation levels and positive dynamics within the team.
Interface with other teams designers and other parallel practices
Set goals for self and team. Provide feedback for team members
Create and articulate impactful technical presentations
Follow high level of business etiquette in emails and other business communication
Drive conference calls with customers and answer customer questions
Proactively ask for and offer help
Ability to work under pressure determine dependencies risks facilitate planning handling multiple tasks.
Build confidence with customers by meeting the deliverables timely with a quality product.
Estimate time and effort of resources required for developing / debugging features / components
Knowledge Examples

Additional Comments:

Angular 2+ framework, HTML5, CSS3, and ES6 JavaScript",https://www.linkedin.com/jobs/view/3348012452/?alternateChannel=search&refId=nqob5vkqwux7llD8MEvWKQ%3D%3D&trackingId=95FngLyQHbExcF8yNwOtZQ%3D%3D&trk=d_flagship3_search_srp_jobs
13,Ameex Technologies,Senior Drupal Developer,8 year,"About the job
Position: Senior Technical Consultant (Drupal)
Location: Chennai (Hybird)

Job Description:
• Extensive experience in developing web applications with Drupal8, 9
• Advanced site-building experience including deep familiarity with Drupal modules such as Apache Solr, Domain access, Views, Display suite, Panels and Multilingual capabilities
• Proven experience creating custom Drupal modules, contributions to Drupal community is a sure plus.
• Proficient understanding of code versioning tools Git.
• Passionate about new technologies and largescale systems.
• Focused on usability, maintainability and quality, building for the long term.
• Demonstrates ability to multi-task and re-prioritize responsibilities based on changing requirements.
• Self-learner looking for good hands on development work on new technologies.

Skills:
• Excellent knowledge in Drupal 9,8/7, JQuery, PHP and MySQL.
• Strong knowledge in AJAX, jQuery, HTML, CSS, Javascript, JSON, MySQL
• Strong experience in developing complex web applications using Drupal
• Should have extensive knowledge of implementation of API's (Rest API).
• Strong Communication skills (verbal and written) an ability to work in a highly collaborative environment.
• Working with international clients would be an advantage.
• Ability to handle projects independently.
• Good organizational skills with the ability to track and prioritize numerous tasks.
• Proactive personality with a proven track record of following through and delivering on responsibilities.
• Good understanding of SDLC Waterfall, Agile processes.
• Experience: 4 - 8 year",https://www.linkedin.com/jobs/view/3507842873/?alternateChannel=search&refId=nqob5vkqwux7llD8MEvWKQ%3D%3D&trackingId=UXxEXZNysGnHmvv55KnVtA%3D%3D&trk=d_flagship3_search_srp_jobs
14,Wipro,Jenkins-Consultant,Freshers or Not specified,"About the job
Key skills required for the job are: n Jenkins-L3, (Mandatory) .As a Consultant, you should have in-depth knowledge in any one technological or industry practice / functional area and overview of 2-3 other areas. You should handle solution definition/ fitment for a small sized project with a medium complexity. You should be able to build a custom Function Module with medium complexity program logic. Minimum work experience: 5 - 8 YEARS ""As a Consultant, you should have in-depth knowledge in any one technological or industry practice / functional area and overview of 2-3 other areas. You should handle solution definition/ fitment for a small sized project with a medium complexity. You should be able to build a custom Function Module with medium complexity program logic."" Jenkins-L3",https://www.linkedin.com/jobs/view/3522895489/?alternateChannel=search&refId=nqob5vkqwux7llD8MEvWKQ%3D%3D&trackingId=ra0rfKhpwAxAzpiV2ZUbKA%3D%3D&trk=d_flagship3_search_srp_jobs
15,Makonis,Riversand developer,3 year,"About the job
The ideal candidate will be responsible for conceptualizing and executing clear, quality code to develop the best software. You will test your code, identify errors, and iterate to ensure quality code. You will also support our customers and partners by troubleshooting any of their software issues.
Responsibilities
Detect and troubleshoot software issues
Write clear quality code for software and applications and perform test reviews
Develop, implement, and test APIs
Provide input on software development projects
Must have experience in Riversand Tool

Qualifications
Comfort using programming languages and relational databases
Strong debugging and troubleshooting skills
3+ years' of development experience",https://www.linkedin.com/jobs/view/3535739254/?alternateChannel=search&refId=nqob5vkqwux7llD8MEvWKQ%3D%3D&trackingId=uvwnEElzhRFSmeMTQkqpEw%3D%3D&trk=d_flagship3_search_srp_jobs
16,Alp Consulting Ltd.,PPC & Data Analytics,Freshers or Not specified,"About the job
Essential Requirements:

Plan, schedule and monitor material movement in production cycle to ensure continuous operations.
Prepare and submit MIS reports .
Analyzes production capacity and demand data for management review.
Follow-up as required with all department supervisors to expedite jobs to meet production schedule.
Ensure daily production requirements are achieved to meet customer expectation.
Interacts with production management daily to resolve issues regarding manufacturing.
Resolves problems utilizing acquired knowledge & analytical abilities.
Excellent communication skill & presentation skill – English.
Advance excel proficiency and Good analytical skills.
Working knowledge of MS Office and ERP systems.
Good at statistics
Strong organizational and problem-solving skills
Work with materials department in material planning and analysis to reduce inventory level.",https://www.linkedin.com/jobs/view/3517989188/?alternateChannel=search&refId=nqob5vkqwux7llD8MEvWKQ%3D%3D&trackingId=DH2OW0qnfjN2iZTUvUiXAQ%3D%3D&trk=d_flagship3_search_srp_jobs
17,Maruti Suzuki India Limited,Data Analyst,Freshers or Not specified,"About the job
JOB PURPOSE

Build & Deploy Machine learning models to drive customer retention/satisfaction/Lifetime value
Work closely with business to identify issues and use data to propose solutions for effective decision making
Use analytical, statistical, and programming skills to collect large data sets and develop data-driven solutions
Interpret raw data and extract valuable meaning out of it then use this information to find patterns and develop solutions that organization needs to grow and compete

Principal Accountabilities

Create various Machine learning based tools or processes such as recommendation engine /lead scoring systems
Using machine learning tools to select features, create and optimize classifiers
Discover information in the huge database and help organization make smarter data drive decision to deliver better customer experience & products
Undertaking data collection, preprocessing, and analysis (EDA)
Build models to address business problems
Present information using data visualization techniques
Identify valuable data sources and automate collection processes
Collaborate with multiple marketing and product planning teams
Data preparation, make sense of data from multiple data sources, be compliant to data security norms
Understanding the business problem
Effective communication with Non-Technical stakeholders
Possess exceptional knowledge of the business domain along with expertise in technology, math and statistics
Look at big data with a view to solve a business problem
Ability to create and gain buy-in for novel ideas with the main motive to produce a working model that can help business make effective data driven decisions
Create stories from number crunching
Be the data storyteller to gain business confidence

Skills And Knowledge

Qualifications: Graduate/Post graduate with understanding of basic data science (Knowledge of SQL ,HIVE, Python, R or SAS - Any 2), knowledge of basic auto industry and sales and marketing operations
Work Experience 2- 5 Years",https://www.linkedin.com/jobs/view/3504808186/?alternateChannel=search&refId=nqob5vkqwux7llD8MEvWKQ%3D%3D&trackingId=D5nByUIWNNbfVz2ynO1IKw%3D%3D&trk=d_flagship3_search_srp_jobs
18,Mashreq,Manager Technology (DevOPS Engineer ),Freshers or Not specified,"About the job
Job Purpose

DevOps Support Engineer with the following Skill Sets Azure devops,Azure CI/CD/CQ, Python, Ansible, Git,Jenkins,

Key Result Areas

Support the Titan program in carrying out deployments in UAT and Production.

Build the current DevOps Pipeline and enhance the process as per the changes.

Support Oracle Digital Suite of applications.

Manage change and release process.

Ensure quality of artifacts and document the releases and maintain versions.

Work with stakeholders internal and external to gather requirements and support implementations, changes and BAU deployments.

Knowledge, Skills And Experience

5-10 Years of experience in implementations Oracle Digital suite of applications.

Have carried our multiple complex implementations using Azure devops,Azure CI/CD/CQ, Python, Ansible, Git,Jenkins.",https://www.linkedin.com/jobs/view/3472810963/?alternateChannel=search&refId=nqob5vkqwux7llD8MEvWKQ%3D%3D&trackingId=xwwD%2B2K19LMwjxHf%2B5JB6A%3D%3D&trk=d_flagship3_search_srp_jobs
19,Eaton,Associate Data Analyst,Freshers or Not specified,"About the job
What You’ll Do

This is an individual contributor role working primarily for Vehicle Group. This role will take care of VG's customer data and product data management and quality improvement. This individual will be tasked with handling data following business guidelines. Their duties include analyzing and validating data, updating records, storing documents, and ensuring data accuracy across multiple systems. Also, this role will assist business with master data management strategy.

Work with Trading Partner Hub tools to build the customer cross reference
Clean customer records and assign correct DUNS number, Selling relationship and Hierarchy.
Analyzes D&B match results and make assignments where match confidence is low. Work to attain higher quality DUNS number assignments
Manage import jobs from various source systems and investigate load errors. Work with technical team and system owners to resolve problems. Work with source systems that are testing new interfaces or interface changes.
Work on product data mgmt activities like Taxonomy identification, Attribution and Hierarchy maintenance.
Enrich customer data using Trading Partner Hub modules. Work with business teams to obtain data.
Work with the technical team to recommend and implement system improvements.
Flexible in attitude and approach to accepting all tasks related to the position.
Flexible attitude to work with the willingness to learn new skills when required.

Qualifications

Bachelor's Degree

1-3 Yrs in Data Management & Cleaning, Knowledge of Auto industry would be preferred

Skills

Advanced Excel, SQL, PowerBI Basics

Good written and Verbal communication Skill, Problem solving skill, Understanding of data management & data governance policies

]]>",https://www.linkedin.com/jobs/view/3535800302/?alternateChannel=search&refId=nqob5vkqwux7llD8MEvWKQ%3D%3D&trackingId=YcXPdwPPsVP2Yae9itZfZw%3D%3D&trk=d_flagship3_search_srp_jobs
